sample,dac_signed
26587,-21
26588,-23
26589,9
26590,-7
26591,8
26592,-41
26593,-12
26594,-6
26595,23
26596,23
26597,-30
26598,2
26599,23
26600,11
26601,-12
26602,-40
26603,-25
26604,-14
26605,-53
26606,-13
26607,-3
26608,-33
26609,6
26610,-33
26611,-40
26612,-20
26613,-14
26614,-3
26615,-20
26616,-20
26617,-22
26618,-2
26619,-29
26620,12
26621,-5
26622,-47
26623,-14
26624,-46
26625,-13
26626,-48
26627,-36
26628,-45
26629,-14
26630,27
26631,19
26632,23
26633,-5
26634,20
26635,7
26636,-36
26637,7
26638,-28
26639,-39
26640,-2
26641,-9
26642,-8
26643,-22
26644,-54
26645,-34
26646,-60
26647,-58
26648,-50
26649,-32
26650,-63
26651,-29
26652,-18
26653,-22
26654,-27
26655,-45
26656,-29
26657,-38
26658,-3
26659,-51
26660,-1
26661,-37
26662,42
26663,21
26664,11
26665,18
26666,56
26667,31
26668,18
26669,38
26670,38
26671,40
26672,57
26673,72
26674,23
26675,50
26676,56
26677,84
26678,80
26679,26
26680,37
26681,72
26682,56
26683,70
26684,36
26685,46
26686,52
26687,5
26688,42
26689,46
26690,11
26691,44
26692,1
26693,-11
26694,2
26695,4
26696,24
26697,-9
26698,-14
26699,-18
26700,-2
26701,-29
26702,10
26703,-11
26704,-49
26705,-15
26706,-47
26707,-12
26708,-44
26709,-31
26710,-37
26711,-1
26712,-16
26713,-25
26714,-16
26715,-38
26716,-8
26717,-15
26718,-52
26719,-34
26720,-33
26721,-38
26722,3
26723,-40
26724,-34
26725,-45
26726,-71
26727,-47
26728,-8
26729,-2
26730,10
26731,30
26732,0
26733,36
26734,47
26735,46
26736,37
26737,17
26738,31
26739,20
26740,53
26741,0
26742,48
26743,8
26744,22
26745,15
26746,0
26747,1
26748,34
26749,3
26750,-16
26751,-20
26752,-6
26753,-10
26754,2
26755,11
26756,-42
26757,-19
26758,-16
26759,8
26760,-34
26761,-55
26762,-47
26763,-15
26764,-31
26765,-16
26766,-52
26767,-64
26768,-32
26769,-76
26770,-37
26771,-31
26772,-61
26773,-25
26774,-65
26775,-72
26776,-60
26777,-46
26778,-21
26779,-49
26780,-47
26781,-46
26782,-24
26783,-18
26784,41
26785,26
26786,-9
26787,29
26788,2
26789,40
26790,11
26791,27
26792,17
26793,60
26794,48
26795,40
26796,48
26797,26
26798,55
26799,13
26800,7
26801,22
26802,20
26803,11
26804,49
26805,42
26806,44
26807,29
26808,29
26809,16
26810,-13
26811,-12
26812,-7
26813,8
26814,-27
26815,-21
26816,8
26817,3
26818,-11
26819,-33
26820,-23
26821,-38
26822,-6
26823,-61
26824,-13
26825,6
26826,21
26827,12
26828,-2
26829,2
26830,35
26831,-8
26832,-9
26833,-8
26834,7
26835,8
26836,25
26837,39
26838,-8
26839,20
26840,0
26841,57
26842,21
26843,4
26844,19
26845,56
26846,2
26847,23
26848,-7
26849,-15
26850,20
26851,-20
26852,21
26853,30
26854,1
26855,38
26856,40
26857,-8
26858,4
26859,16
26860,41
26861,10
26862,9
26863,-1
26864,26
26865,27
26866,40
26867,20
26868,-19
26869,13
26870,-20
26871,13
26872,-26
26873,-11
26874,-26
26875,12
26876,-6
26877,-19
26878,-15
26879,-10
26880,-17
26881,-62
26882,-72
26883,-59
26884,-64
26885,-74
26886,-38
26887,-44
26888,-32
26889,-57
26890,-55
26891,-67
26892,-94
26893,-90
26894,-81
26895,-58
26896,-94
26897,-82
26898,-49
26899,-48
26900,-56
26901,-73
26902,-58
26903,-66
26904,-26
26905,-80
26906,-26
26907,-23
26908,-3
26909,-6
26910,-16
26911,39
26912,29
26913,-12
26914,-11
26915,-8
26916,9
26917,10
26918,27
26919,41
26920,36
26921,19
26922,-3
26923,114
26924,75
26925,55
26926,66
26927,86
26928,84
26929,97
26930,62
26931,49
26932,78
26933,31
26934,68
26935,71
26936,23
26937,69
26938,66
26939,13
26940,21
26941,29
26942,49
26943,2
26944,12
26945,-1
26946,25
26947,25
26948,37
26949,17
26950,-21
26951,13
26952,5
26953,17
26954,-20
26955,-1
26956,-13
26957,29
26958,15
26959,-14
26960,16
26961,28
26962,25
26963,-15
26964,-19
26965,1
26966,0
26967,-4
26968,-46
26969,-6
26970,11
26971,-10
26972,-5
26973,-13
26974,-37
26975,-21
26976,-19
26977,7
26978,-29
26979,-18
26980,17
26981,16
26982,5
26983,-14
26984,8
26985,-13
26986,24
26987,-33
26988,16
26989,-26
26990,-12
26991,-25
26992,-35
26993,13
26994,-3
26995,-48
26996,-53
26997,-56
26998,-44
26999,-47
27000,-57
27001,-26
27002,-34
27003,-55
27004,-81
27005,-28
27006,-70
27007,-63
27008,-82
27009,-63
27010,-66
27011,-51
27012,-85
27013,-98
27014,-65
27015,-109
27016,-98
27017,-62
27018,-106
27019,-56
27020,8
27021,-39
27022,-27
27023,-3
27024,13
27025,-29
27026,-14
27027,-21
27028,10
27029,57
27030,76
27031,60
27032,59
27033,63
27034,59
27035,73
27036,39
27037,60
27038,49
27039,75
27040,79
27041,51
27042,80
27043,89
27044,86
27045,43
27046,37
27047,51
27048,47
27049,40
27050,35
27051,69
27052,81
27053,55
27054,54
27055,17
27056,12
27057,21
27058,19
27059,39
27060,-1
27061,4
27062,33
27063,29
27064,7
27065,-9
27066,12
27067,-12
27068,23
27069,-34
27070,14
27071,5
27072,-14
27073,-25
27074,-35
27075,16
27076,3
27077,-40
27078,-41
27079,-39
27080,9
27081,-23
27082,-26
27083,10
27084,6
27085,-8
27086,-29
27087,25
27088,-7
27089,6
27090,-51
27091,-26
27092,-25
27093,-5
27094,-35
27095,-43
27096,-49
27097,-50
27098,-35
27099,1
27100,-42
27101,9
27102,10
27103,-20
27104,-27
27105,-4
27106,8
27107,-35
27108,-24
27109,-35
27110,-7
27111,-8
27112,-11
27113,-15
27114,-22
27115,-24
27116,-32
27117,-24
27118,-1
27119,10
27120,0
27121,19
27122,18
27123,-15
27124,10
27125,15
27126,8
27127,-37
27128,-1
27129,-33
27130,-39
27131,-48
27132,-51
27133,-17
27134,-5
27135,-58
27136,-27
27137,-62
27138,-64
27139,-52
27140,-50
27141,-26
27142,-62
27143,-50
27144,-20
27145,-15
27146,-30
27147,-41
27148,-15
27149,-33
27150,7
27151,45
27152,50
27153,46
27154,31
27155,23
27156,18
27157,73
27158,61
27159,22
27160,41
27161,24
27162,74
27163,42
27164,36
27165,72
27166,67
27167,55
27168,27
27169,78
27170,42
27171,51
27172,32
27173,52
27174,48
27175,62
27176,40
27177,12
27178,0
27179,-6
27180,3
27181,35
27182,-13
27183,-9
27184,29
27185,-6
27186,-16
27187,4
27188,13
27189,-35
27190,-24
27191,-37
27192,-35
27193,-10
27194,-13
27195,-17
27196,-21
27197,-20
27198,-27
27199,-47
27200,-51
27201,-37
27202,-44
27203,-20
27204,-15
27205,-44
27206,-13
27207,-1
27208,-13
27209,-43
27210,0
27211,-28
27212,-70
27213,-74
27214,-74
27215,32
27216,45
27217,-5
27218,29
27219,-4
27220,-3
27221,11
27222,14
27223,39
27224,36
27225,14
27226,43
27227,46
27228,28
27229,15
27230,37
27231,50
27232,52
27233,43
27234,44
27235,34
27236,15
27237,2
27238,-10
27239,40
27240,-4
27241,-22
27242,-9
27243,-31
27244,13
27245,-23
27246,-33
27247,-49
27248,-9
27249,-24
27250,-54
27251,-6
27252,-43
27253,-36
27254,-55
27255,-35
27256,-21
27257,-23
27258,-43
27259,-68
27260,-77
27261,-78
27262,-67
27263,-62
27264,-74
27265,-63
27266,-21
27267,-51
27268,-55
27269,-31
27270,-16
27271,-56
27272,-43
27273,-8
27274,1
27275,30
27276,31
27277,32
27278,31
27279,5
27280,31
27281,14
27282,10
27283,26
27284,20
27285,44
27286,49
27287,19
27288,25
27289,58
27290,45
27291,11
27292,49
27293,18
27294,13
27295,43
27296,0
27297,38
27298,45
27299,-10
27300,19
27301,-20
27302,-24
27303,-16
27304,-1
27305,2
27306,-7
27307,-34
27308,-7
27309,-8
27310,-30
27311,-30
27312,-25
27313,49
27314,50
27315,41
27316,42
27317,32
27318,15
27319,3
27320,-2
27321,46
27322,6
27323,-10
27324,9
27325,-8
27326,40
27327,27
27328,6
27329,-5
27330,40
27331,30
27332,6
27333,59
27334,26
27335,-2
27336,19
27337,9
27338,28
27339,29
27340,13
27341,-10
27342,-16
27343,24
27344,-3
27345,3
27346,-10
27347,0
27348,42
27349,11
27350,3
27351,26
27352,8
27353,-7
27354,4
27355,-7
27356,-5
27357,20
27358,16
27359,-27
27360,4
27361,-27
27362,-6
27363,-29
27364,-37
27365,-27
27366,-38
27367,-18
27368,-27
27369,-52
27370,-50
27371,-21
27372,-37
27373,-73
27374,-36
27375,-71
27376,-74
27377,-43
27378,-86
27379,-46
27380,-38
27381,-91
27382,-59
27383,-94
27384,-92
27385,-83
27386,-63
27387,-56
27388,-58
27389,-79
27390,-49
27391,-53
27392,-58
27393,-54
27394,-44
27395,-27
27396,21
27397,17
27398,23
27399,18
27400,-4
27401,-5
27402,-6
27403,44
27404,6
27405,-8
27406,11
27407,10
27408,43
27409,28
27410,67
27411,54
27412,97
27413,84
27414,56
27415,106
27416,50
27417,79
27418,94
27419,78
27420,92
27421,87
27422,65
27423,70
27424,25
27425,60
27426,28
27427,28
27428,12
27429,17
27430,54
27431,20
27432,21
27433,29
27434,8
27435,-8
27436,2
27437,-10
27438,-8
27439,33
27440,15
27441,-25
27442,8
27443,-21
27444,3
27445,-16
27446,-21
27447,-5
27448,30
27449,12
27450,9
27451,-11
27452,-3
27453,32
27454,21
27455,-15
27456,34
27457,-38
27458,-36
27459,0
27460,-38
27461,4
27462,16
27463,-33
27464,-10
27465,-33
27466,-27
27467,-18
27468,1
27469,9
27470,6
27471,15
27472,12
27473,4
27474,-5
27475,-4
27476,4
27477,15
27478,18
27479,8
27480,-33
27481,-1
27482,-28
27483,-35
27484,-42
27485,3
27486,-40
27487,-62
27488,-46
27489,-52
27490,-24
27491,-43
27492,-69
27493,-87
27494,-45
27495,-61
27496,-36
27497,-41
27498,-99
27499,-71
27500,-54
27501,-69
27502,-55
27503,-88
27504,-76
27505,-67
27506,-108
27507,-70
27508,-35
27509,-30
27510,-41
27511,-31
27512,-38
27513,-17
27514,-11
27515,2
27516,-12
27517,-23
27518,33
27519,58
27520,35
27521,80
27522,65
27523,28
27524,65
27525,38
27526,64
27527,47
27528,62
27529,58
27530,95
27531,76
27532,71
27533,50
27534,55
27535,84
27536,73
27537,34
27538,78
27539,43
27540,41
27541,70
27542,26
27543,64
27544,48
27545,15
27546,34
27547,6
27548,5
27549,10
27550,24
27551,-12
27552,19
27553,25
27554,17
27555,8
27556,-4
27557,-4
27558,2
27559,14
27560,-39
27561,6
27562,-33
27563,-1
27564,-25
27565,-29
27566,-34
27567,1
27568,-25
27569,-41
27570,-22
27571,-22
27572,11
27573,-3
27574,-22
27575,-35
27576,-6
27577,2
27578,32
27579,-11
27580,-62
27581,-30
27582,-9
27583,-20
27584,0
27585,-31
27586,-17
27587,-5
27588,-45
27589,-6
27590,-32
27591,-28
27592,8
27593,-31
27594,-39
27595,-22
27596,-17
27597,-8
27598,-26
27599,-27
27600,-31
27601,-12
27602,-40
27603,-1
27604,-19
27605,-1
27606,30
27607,-2
27608,31
27609,-3
27610,7
27611,-3
27612,29
27613,6
27614,-2
27615,1
27616,-25
27617,1
27618,-11
27619,-53
27620,-9
27621,-43
27622,-47
27623,-15
27624,-20
27625,-18
27626,-31
27627,-61
27628,-39
27629,-63
27630,-60
27631,-50
27632,-31
27633,-60
27634,-25
27635,-13
27636,-15
27637,-19
27638,-25
27639,-20
27640,13
27641,49
27642,1
27643,51
27644,15
27645,52
27646,31
27647,21
27648,28
27649,64
27650,38
27651,24
27652,43
27653,41
27654,74
27655,59
27656,71
27657,21
27658,47
27659,51
27660,77
27661,72
27662,16
27663,26
27664,59
27665,42
27666,55
27667,20
27668,29
27669,33
27670,-11
27671,23
27672,25
27673,-9
27674,23
27675,-20
27676,-31
27677,-17
27678,-15
27679,5
27680,-27
27681,-30
27682,-33
27683,-15
27684,-42
27685,-1
27686,-18
27687,-58
27688,-23
27689,-52
27690,-16
27691,-47
27692,-32
27693,-36
27694,0
27695,-13
27696,-20
27697,-10
27698,-31
27699,0
27700,-7
27701,-84
27702,-36
27703,-3
27704,-8
27705,34
27706,32
27707,38
27708,27
27709,0
27710,23
27711,0
27712,5
27713,15
27714,33
27715,2
27716,37
27717,46
27718,41
27719,34
27720,12
27721,24
27722,11
27723,43
27724,-11
27725,35
27726,-6
27727,8
27728,-1
27729,-16
27730,-16
27731,15
27732,-15
27733,-37
27734,-22
27735,-27
27736,-30
27737,-18
27738,-8
27739,-60
27740,-37
27741,-34
27742,-9
27743,-50
27744,-71
27745,-60
27746,-26
27747,-41
27748,-25
27749,-59
27750,-45
27751,-37
27752,-79
27753,-38
27754,-29
27755,-59
27756,-22
27757,-59
27758,-66
27759,-53
27760,-38
27761,-13
27762,-41
27763,4
27764,6
27765,29
27766,7
27767,51
27768,35
27769,0
27770,38
27771,9
27772,47
27773,17
27774,31
27775,21
27776,63
27777,49
27778,39
27779,47
27780,23
27781,50
27782,40
27783,-1
27784,13
27785,9
27786,-2
27787,34
27788,27
27789,28
27790,11
27791,11
27792,-3
27793,-32
27794,-32
27795,-27
27796,-12
27797,-48
27798,-18
27799,-11
27800,47
27801,34
27802,11
27803,22
27804,9
27805,41
27806,-12
27807,38
27808,-5
27809,12
27810,5
27811,-7
27812,-3
27813,32
27814,6
27815,-9
27816,-7
27817,10
27818,14
27819,31
27820,46
27821,0
27822,28
27823,8
27824,24
27825,-10
27826,-27
27827,-12
27828,25
27829,15
27830,33
27831,3
27832,-7
27833,27
27834,-14
27835,26
27836,34
27837,4
27838,39
27839,40
27840,-9
27841,1
27842,11
27843,34
27844,2
27845,0
27846,-3
27847,14
27848,13
27849,25
27850,4
27851,-37
27852,-5
27853,-38
27854,-6
27855,-46
27856,-30
27857,-46
27858,-8
27859,-26
27860,-39
27861,-35
27862,-61
27863,-35
27864,-80
27865,-88
27866,-74
27867,-78
27868,-86
27869,-49
27870,-54
27871,-40
27872,-63
27873,-60
27874,-70
27875,-94
27876,-90
27877,-80
27878,-60
27879,-90
27880,-77
27881,-42
27882,-39
27883,-48
27884,-65
27885,-7
27886,-15
27887,26
27888,-27
27889,26
27890,-13
27891,6
27892,2
27893,-7
27894,-2
27895,35
27896,-7
27897,-7
27898,57
27899,72
27900,73
27901,88
27902,100
27903,94
27904,75
27905,52
27906,105
27907,64
27908,43
27909,53
27910,84
27911,68
27912,80
27913,44
27914,29
27915,58
27916,11
27917,48
27918,51
27919,3
27920,49
27921,46
27922,-5
27923,2
27924,12
27925,32
27926,-1
27927,-2
27928,-14
27929,13
27930,14
27931,28
27932,9
27933,-28
27934,8
27935,2
27936,16
27937,-20
27938,0
27939,-10
27940,33
27941,20
27942,13
27943,23
27944,35
27945,34
27946,-47
27947,-49
27948,-31
27949,-30
27950,-36
27951,-36
27952,4
27953,19
27954,-2
27955,3
27956,-6
27957,-31
27958,-25
27959,-16
27960,7
27961,-29
27962,-19
27963,13
27964,11
27965,0
27966,-22
27967,-1
27968,-24
27969,12
27970,-46
27971,1
27972,-42
27973,-29
27974,-38
27975,-53
27976,-5
27977,-21
27978,-69
27979,-74
27980,-76
27981,-64
27982,-68
27983,-76
27984,-45
27985,-52
27986,-72
27987,-97
27988,-43
27989,-84
27990,-105
27991,-93
27992,-72
27993,-74
27994,-58
27995,-28
27996,-38
27997,-5
27998,-48
27999,-33
28000,3
28001,-39
28002,12
28003,14
28004,-32
28005,-19
28006,-5
28007,64
28008,23
28009,38
28010,33
28011,63
28012,67
28013,85
28014,68
28015,67
28016,71
28017,66
28018,79
28019,44
28020,64
28021,52
28022,94
28023,79
28024,48
28025,75
28026,85
28027,79
28028,34
28029,27
28030,40
28031,33
28032,24
28033,19
28034,52
28035,63
28036,37
28037,36
28038,23
28039,-8
28040,0
28041,-2
28042,17
28043,-24
28044,-15
28045,15
28046,11
28047,-10
28048,-24
28049,-3
28050,-26
28051,11
28052,-45
28053,4
28054,-37
28055,-21
28056,-31
28057,-38
28058,14
28059,1
28060,-39
28061,-39
28062,-37
28063,15
28064,-16
28065,-19
28066,18
28067,15
28068,-41
28069,-61
28070,-3
28071,-39
28072,-26
28073,-40
28074,-15
28075,-15
28076,4
28077,-27
28078,-37
28079,-43
28080,-45
28081,-32
28082,3
28083,-41
28084,8
28085,8
28086,-43
28087,-32
28088,-11
28089,-1
28090,-45
28091,-35
28092,-48
28093,41
28094,39
28095,34
28096,28
28097,23
28098,21
28099,11
28100,19
28101,-21
28102,-6
28103,-20
28104,-1
28105,-1
28106,-35
28107,-9
28108,-2
28109,-8
28110,-52
28111,-15
28112,-46
28113,-50
28114,-58
28115,-60
28116,-24
28117,-9
28118,-32
28119,-28
28120,-63
28121,-63
28122,-49
28123,-47
28124,-21
28125,-56
28126,-43
28127,-11
28128,-5
28129,21
28130,11
28131,37
28132,19
28133,59
28134,7
28135,60
28136,54
28137,40
28138,32
28139,25
28140,79
28141,66
28142,25
28143,43
28144,26
28145,73
28146,40
28147,34
28148,67
28149,60
28150,41
28151,17
28152,66
28153,29
28154,37
28155,16
28156,36
28157,31
28158,43
28159,20
28160,-8
28161,-20
28162,-26
28163,-18
28164,15
28165,-33
28166,12
28167,11
28168,-24
28169,-33
28170,-14
28171,-3
28172,-48
28173,-37
28174,-48
28175,-45
28176,-19
28177,-20
28178,-22
28179,-26
28180,-23
28181,-28
28182,-15
28183,-49
28184,-34
28185,-39
28186,-14
28187,-8
28188,-36
28189,-5
28190,27
28191,19
28192,-12
28193,31
28194,3
28195,2
28196,-1
28197,-2
28198,37
28199,53
28200,2
28201,35
28202,2
28203,1
28204,13
28205,15
28206,38
28207,34
28208,11
28209,38
28210,39
28211,20
28212,6
28213,25
28214,3
28215,39
28216,28
28217,28
28218,18
28219,-3
28220,-17
28221,-28
28222,20
28223,-26
28224,-44
28225,-29
28226,-51
28227,-6
28228,-41
28229,-51
28230,-18
28231,-26
28232,-41
28233,-69
28234,-20
28235,-56
28236,-46
28237,-64
28238,-43
28239,-26
28240,-27
28241,-46
28242,-69
28243,-76
28244,-77
28245,-63
28246,-25
28247,-68
28248,-57
28249,-13
28250,-43
28251,-48
28252,20
28253,36
28254,-5
28255,11
28256,4
28257,11
28258,39
28259,40
28260,40
28261,38
28262,41
28263,36
28264,18
28265,14
28266,28
28267,20
28268,43
28269,46
28270,14
28271,19
28272,50
28273,36
28274,0
28275,37
28276,5
28277,-3
28278,-12
28279,-17
28280,20
28281,26
28282,-29
28283,-1
28284,-40
28285,-44
28286,-36
28287,-22
28288,43
28289,38
28290,11
28291,37
28292,38
28293,17
28294,3
28295,25
28296,37
28297,39
28298,32
28299,34
28300,27
28301,10
28302,0
28303,-3
28304,46
28305,7
28306,-7
28307,13
28308,-3
28309,48
28310,19
28311,14
28312,3
28313,7
28314,-1
28315,-26
28316,28
28317,-5
28318,8
28319,29
28320,19
28321,36
28322,36
28323,19
28324,-5
28325,-12
28326,-13
28327,-2
28328,2
28329,-11
28330,-3
28331,36
28332,4
28333,-5
28334,16
28335,-3
28336,-19
28337,-9
28338,-22
28339,-20
28340,3
28341,-3
28342,-8
28343,-15
28344,-47
28345,-26
28346,-49
28347,-58
28348,-47
28349,-58
28350,-38
28351,-47
28352,-71
28353,-67
28354,-37
28355,-52
28356,-86
28357,-48
28358,-80
28359,-83
28360,-51
28361,-93
28362,-51
28363,-41
28364,-91
28365,-59
28366,-93
28367,-88
28368,-79
28369,-57
28370,-50
28371,-51
28372,-71
28373,-39
28374,8
28375,-6
28376,-2
28377,9
28378,25
28379,31
28380,26
28381,31
28382,26
28383,5
28384,3
28385,-1
28386,111
28387,71
28388,56
28389,74
28390,55
28391,103
28392,85
28393,62
28394,46
28395,88
28396,73
28397,44
28398,93
28399,35
28400,63
28401,77
28402,60
28403,74
28404,69
28405,44
28406,17
28407,5
28408,39
28409,8
28410,9
28411,-7
28412,-2
28413,37
28414,3
28415,4
28416,14
28417,-5
28418,-20
28419,-9
28420,-19
28421,-16
28422,11
28423,10
28424,-29
28425,6
28426,-21
28427,4
28428,-13
28429,-17
28430,-1
28431,36
28432,19
28433,17
28434,-2
28435,-35
28436,0
28437,-9
28438,-39
28439,2
28440,-28
28441,-26
28442,8
28443,-31
28444,12
28445,23
28446,-28
28447,-4
28448,-29
28449,-26
28450,-18
28451,0
28452,6
28453,1
28454,-23
28455,5
28456,-5
28457,-15
28458,-16
28459,-10
28460,1
28461,2
28462,-9
28463,-50
28464,-19
28465,-45
28466,-53
28467,-62
28468,-17
28469,-62
28470,-81
28471,-66
28472,-71
28473,-43
28474,-61
28475,-86
28476,-103
28477,-60
28478,-75
28479,-49
28480,-53
28481,-108
28482,-79
28483,1
28484,-11
28485,5
28486,4
28487,-14
28488,-4
28489,-44
28490,-3
28491,-29
28492,-24
28493,-34
28494,-23
28495,-29
28496,34
28497,41
28498,54
28499,40
28500,29
28501,44
28502,38
28503,43
28504,87
28505,73
28506,35
28507,71
28508,43
28509,68
28510,49
28511,63
28512,58
28513,92
28514,71
28515,66
28516,43
28517,46
28518,78
28519,62
28520,20
28521,64
28522,27
28523,22
28524,52
28525,8
28526,45
28527,29
28528,-5
28529,14
28530,-15
28531,-15
28532,-10
28533,4
28534,7
28535,1
28536,8
28537,2
28538,-7
28539,-18
28540,-17
28541,-9
28542,3
28543,-48
28544,-1
28545,-38
28546,-4
28547,-27
28548,-30
28549,-33
28550,16
28551,-22
28552,-36
28553,-16
28554,-14
28555,20
28556,6
28557,-55
28558,-67
28559,-37
28560,-30
28561,1
28562,0
28563,-52
28564,-20
28565,1
28566,-11
28567,7
28568,-25
28569,-12
28570,-2
28571,-43
28572,-5
28573,-33
28574,-30
28575,4
28576,-36
28577,-46
28578,-31
28579,-27
28580,-19
28581,24
28582,8
28583,17
28584,34
28585,5
28586,43
28587,23
28588,-20
28589,10
28590,-22
28591,10
28592,-23
28593,-13
28594,-22
28595,11
28596,-12
28597,-21
28598,-44
28599,-40
28600,-14
28601,-24
28602,-64
28603,-20
28604,-52
28605,-53
28606,-20
28607,-24
28608,-19
28609,-32
28610,-60
28611,-36
28612,-60
28613,-55
28614,-45
28615,-24
28616,-53
28617,-17
28618,39
28619,37
28620,33
28621,27
28622,31
28623,23
28624,59
28625,10
28626,60
28627,23
28628,59
28629,38
28630,35
28631,31
28632,66
28633,40
28634,23
28635,41
28636,39
28637,69
28638,51
28639,62
28640,11
28641,36
28642,38
28643,63
28644,57
28645,0
28646,26
28647,41
28648,23
28649,36
28650,-2
28651,7
28652,12
28653,-31
28654,3
28655,7
28656,-27
28657,6
28658,-37
28659,-48
28660,-32
28661,-30
28662,-21
28663,-38
28664,-40
28665,-42
28666,-22
28667,-47
28668,-6
28669,-21
28670,-59
28671,-22
28672,-50
28673,-13
28674,-42
28675,-26
28676,-29
28677,8
28678,53
28679,51
28680,19
28681,-1
28682,32
28683,25
28684,-12
28685,37
28686,6
28687,1
28688,42
28689,39
28690,44
28691,32
28692,4
28693,26
28694,2
28695,4
28696,12
28697,30
28698,-3
28699,29
28700,38
28701,32
28702,23
28703,-1
28704,11
28705,-4
28706,27
28707,-27
28708,17
28709,-25
28710,6
28711,-21
28712,-37
28713,-36
28714,-6
28715,-37
28716,-56
28717,-40
28718,-46
28719,-48
28720,-35
28721,-24
28722,-75
28723,-50
28724,-46
28725,-20
28726,-24
28727,-78
28728,-65
28729,-30
28730,-44
28731,-26
28732,-58
28733,-44
28734,-34
28735,-73
28736,-32
28737,-22
28738,-51
28739,-14
28740,-51
28741,-15
28742,6
28743,14
28744,40
28745,11
28746,16
28747,16
28748,38
28749,15
28750,58
28751,41
28752,5
28753,43
28754,13
28755,48
28756,18
28757,31
28758,25
28759,59
28760,42
28761,31
28762,38
28763,12
28764,38
28765,27
28766,-16
28767,-4
28768,-9
28769,-20
28770,15
28771,8
28772,8
28773,-9
28774,-41
28775,-23
28776,10
28777,10
28778,16
28779,30
28780,-4
28781,28
28782,35
28783,32
28784,21
28785,-1
28786,11
28787,0
28788,33
28789,-18
28790,30
28791,-8
28792,10
28793,5
28794,-6
28795,-1
28796,36
28797,11
28798,-4
28799,2
28800,20
28801,22
28802,-2
28803,15
28804,-32
28805,-3
28806,4
28807,34
28808,-2
28809,-19
28810,-3
28811,33
28812,21
28813,38
28814,6
28815,-4
28816,28
28817,-14
28818,25
28819,31
28820,-1
28821,33
28822,-9
28823,-18
28824,-10
28825,0
28826,21
28827,-13
28828,-15
28829,-20
28830,-4
28831,-6
28832,5
28833,-16
28834,-57
28835,-25
28836,-58
28837,-26
28838,-61
28839,-49
28840,-65
28841,-26
28842,-44
28843,-56
28844,-50
28845,-74
28846,-47
28847,-91
28848,-97
28849,-82
28850,-84
28851,-91
28852,-51
28853,-54
28854,-50
28855,-61
28856,-57
28857,-66
28858,-89
28859,-84
28860,-73
28861,-52
28862,-81
28863,-25
28864,12
28865,13
28866,5
28867,-13
28868,3
28869,-6
28870,30
28871,-19
28872,33
28873,56
28874,75
28875,70
28876,58
28877,62
28878,97
28879,54
28880,53
28881,52
28882,67
28883,66
28884,79
28885,89
28886,38
28887,62
28888,36
28889,89
28890,47
28891,24
28892,35
28893,66
28894,48
28895,59
28896,23
28897,9
28898,38
28899,-8
28900,29
28901,32
28902,-1
28903,32
28904,30
28905,-20
28906,-12
28907,-2
28908,21
28909,-10
28910,-11
28911,-21
28912,8
28913,11
28914,26
28915,8
28916,-27
28917,11
28918,-18
28919,21
28920,-14
28921,7
28922,-2
28923,42
28924,-12
28925,-19
28926,-9
28927,6
28928,3
28929,-36
28930,-40
28931,-23
28932,-22
28933,-28
28934,12
28935,10
28936,24
28937,1
28938,5
28939,-5
28940,-32
28941,-28
28942,-21
28943,2
28944,-36
28945,-28
28946,3
28947,0
28948,-12
28949,-37
28950,-26
28951,-40
28952,-6
28953,-64
28954,-16
28955,-61
28956,-49
28957,-58
28958,-74
28959,-27
28960,-43
28961,-88
28962,-93
28963,-94
28964,-81
28965,-84
28966,-69
28967,-59
28968,-66
28969,-83
28970,-107
28971,10
28972,-29
28973,-47
28974,-34
28975,-12
28976,-12
28977,5
28978,-26
28979,-35
28980,0
28981,-41
28982,2
28983,11
28984,-31
28985,63
28986,66
28987,19
28988,33
28989,47
28990,73
28991,34
28992,48
28993,41
28994,71
28995,75
28996,91
28997,73
28998,37
28999,73
29000,67
29001,79
29002,42
29003,59
29004,47
29005,87
29006,69
29007,38
29008,64
29009,72
29010,65
29011,19
29012,11
29013,21
29014,16
29015,6
29016,0
29017,32
29018,43
29019,16
29020,17
29021,3
29022,-27
29023,-19
29024,-21
29025,1
29026,-39
29027,-30
29028,1
29029,-2
29030,-13
29031,-34
29032,-12
29033,-33
29034,6
29035,-49
29036,2
29037,-38
29038,-20
29039,-29
29040,-35
29041,19
29042,7
29043,-32
29044,-31
29045,-26
29046,-50
29047,-47
29048,-51
29049,-14
29050,-16
29051,-31
29052,-51
29053,6
29054,-30
29055,-17
29056,-32
29057,-9
29058,-10
29059,7
29060,-25
29061,-36
29062,-3
29063,-47
29064,-36
29065,-2
29066,-48
29067,-2
29068,60
29069,9
29070,17
29071,37
29072,47
29073,1
29074,10
29075,-3
29076,22
29077,19
29078,30
29079,8
29080,1
29081,1
29082,-9
29083,-1
29084,-39
29085,-24
29086,-39
29087,-19
29088,-17
29089,-49
29090,-22
29091,-13
29092,-18
29093,-61
29094,-67
29095,-51
29096,-55
29097,-60
29098,-61
29099,-23
29100,-7
29101,-29
29102,-24
29103,-57
29104,-56
29105,-41
29106,-39
29107,-13
29108,-5
29109,10
29110,45
29111,47
29112,31
29113,21
29114,46
29115,28
29116,67
29117,14
29118,66
29119,61
